country_whitelist,country_blacklist,parents,title,alias 
NO,,,Lawn Bowling,lawn_bowling
SE,,,Lawn Bowling,lawn_bowling
AU,,,Lawn Bowling,lawn_bowling
NZ,,,Lawn Bowling,lawn_bowling
PT,,,Lawn Bowling,lawn_bowling
,,landscaping,Lawn Services,lawnservices
BR,,,Lawn Services,lawnservices
CA,,,Lawn Services,lawnservices
BE,,,Lawn Services,lawnservices
NL,,,Lawn Services,lawnservices
US,,,Lawn Services,lawnservices
,,professional,Lawyers,lawyers
,,fashion,Leather Goods,leather
,,mideastern,Lebanese,lebanese
,JP,,Lebanese,lebanese
,AR,,Lebanese,lebanese
,HK,,Lebanese,lebanese
,,professional,Legal Services,legalservices
,DE,,Legal Services,legalservices
,AR,,Legal Services,legalservices
,MY,,Legal Services,legalservices
,TW,,Legal Services,legalservices
,CH,,Legal Services,legalservices
,CL,,Legal Services,legalservices
,ES,,Legal Services,legalservices
,IE,,Legal Services,legalservices
,HK,,Legal Services,legalservices
,FI,,Legal Services,legalservices
,SE,,Legal Services,legalservices
,AT,,Legal Services,legalservices
,PH,,Legal Services,legalservices
,GB,,Legal Services,legalservices
,MX,,Legal Services,legalservices
,,publicservicesgovt,Libraries,libraries
,,health,Lice Services,liceservices
,DE,,Lice Services,liceservices
,AR,,Lice Services,liceservices
,JP,,Lice Services,liceservices
,CL,,Lice Services,liceservices
,HK,,Lice Services,liceservices
,FI,,Lice Services,liceservices
,CZ,,Lice Services,liceservices
,MX,,Lice Services,liceservices
,,professional,Life Coach,lifecoach
,,insurance,Life Insurance,lifeinsurance
,DE,,Life Insurance,lifeinsurance
,MY,,Life Insurance,lifeinsurance
,TW,,Life Insurance,lifeinsurance
,CH,,Life Insurance,lifeinsurance
,CA,,Life Insurance,lifeinsurance
,PT,,Life Insurance,lifeinsurance
,FR,,Life Insurance,lifeinsurance
,HK,,Life Insurance,lifeinsurance
,FI,,Life Insurance,lifeinsurance
,AT,,Life Insurance,lifeinsurance
,PH,,Life Insurance,lifeinsurance
,,homeservices,Lighting Fixtures & Equipment,lighting
,,homeandgarden,Lighting Stores,lightingstores
,,italian,Ligurian,ligurian
FR,,,Ligurian,ligurian
IT,,,Ligurian,ligurian
,,transport,Limos,limos
,,homeandgarden,Linens,linens
DE,,,Linens,linens
CH,,,Linens,linens
DK,,,Linens,linens
BE,,,Linens,linens
PT,,,Linens,linens
FR,,,Linens,linens
IT,,,Linens,linens
NO,,,Linens,linens
CZ,,,Linens,linens
AT,,,Linens,linens
,,fashion,Lingerie,lingerie
,,shopping,Livestock Feed & Supply,livestocksupply
,,petstore,Local Fish Stores,localfishstores
DE,,,Local Fish Stores,localfishstores
PL,,,Local Fish Stores,localfishstores
DK,,,Local Fish Stores,localfishstores
CH,,,Local Fish Stores,localfishstores
CA,,,Local Fish Stores,localfishstores
AU,,,Local Fish Stores,localfishstores
BE,,,Local Fish Stores,localfishstores
IT,,,Local Fish Stores,localfishstores
NO,,,Local Fish Stores,localfishstores
CZ,,,Local Fish Stores,localfishstores
NZ,,,Local Fish Stores,localfishstores
SG,,,Local Fish Stores,localfishstores
MY,,,Local Fish Stores,localfishstores
US,,,Local Fish Stores,localfishstores
JP,,,Local Fish Stores,localfishstores
ES,,,Local Fish Stores,localfishstores
NL,,,Local Fish Stores,localfishstores
FR,,,Local Fish Stores,localfishstores
IE,,,Local Fish Stores,localfishstores
SE,,,Local Fish Stores,localfishstores
AT,,,Local Fish Stores,localfishstores
PH,,,Local Fish Stores,localfishstores
GB,,,Local Fish Stores,localfishstores
,,,Local Flavor,localflavor
,,,Local Services,localservices
,,homeservices,Keys & Locksmiths,locksmiths
,,bars,Lounges,lounges
,,shopping,Luggage,luggage
,,travelservices,Luggage Storage,luggagestorage
,,italian,Lumbard,lumbard
IT,,,Lumbard,lumbard
,,restaurants,Lyonnais,lyonnais
BE,,,Lyonnais,lyonnais
FR,,,Lyonnais,lyonnais
,,gourmet,Macarons,macarons
,MY,,Macarons,macarons
,PH,,Macarons,macarons
,IT,,Macarons,macarons
,,localservices,Machine & Tool Rental,machinerental
,,localservices,Machine Shops,machineshops
US,,,Machine Shops,machineshops
,,portuguese,Madeira,madeira
PT,,,Madeira,madeira
,,eventservices,Magicians,magicians
,SG,,Magicians,magicians
,FI,,Magicians,magicians
,SE,,Magicians,magicians
,TR,,Magicians,magicians
,,media,Newspapers & Magazines,mags
,,arts,Mah Jong Halls,mahjong
JP,,,Mah Jong Halls,mahjong
HK,,,Mah Jong Halls,mahjong
,,localservices,Mailbox Centers,mailboxcenters
US,,,Mailbox Centers,mailboxcenters
,,arts,Makerspaces,makerspaces
,IT,,Makerspaces,makerspaces
,,beautysvc,Makeup Artists,makeupartists
,,restaurants,Malaysian,malaysian
,ES,,Malaysian,malaysian
,PT,,Malaysian,malaysian
,CZ,,Malaysian,malaysian
,TR,,Malaysian,malaysian
,,malaysian,Mamak,mamak
MY,,,Mamak,mamak
AU,,,Mamak,mamak
,,arts,Marching Bands,marchingbands
DE,,,Marching Bands,marchingbands
CH,,,Marching Bands,marchingbands
PT,,,Marching Bands,marchingbands
TR,,,Marching Bands,marchingbands
NO,,,Marching Bands,marchingbands
SE,,,Marching Bands,marchingbands
AT,,,Marching Bands,marchingbands
GB,,,Marching Bands,marchingbands
,,auto,Marinas,marinas
DE,,,Marinas,marinas
DK,,,Marinas,marinas
CH,,,Marinas,marinas
CA,,,Marinas,marinas
AU,,,Marinas,marinas
BE,,,Marinas,marinas
IT,,,Marinas,marinas
NO,,,Marinas,marinas
BR,,,Marinas,marinas
NZ,,,Marinas,marinas
SG,,,Marinas,marinas
AR,,,Marinas,marinas
US,,,Marinas,marinas
ES,,,Marinas,marinas
NL,,,Marinas,marinas
FR,,,Marinas,marinas
CL,,,Marinas,marinas
IE,,,Marinas,marinas
TR,,,Marinas,marinas
SE,,,Marinas,marinas
AT,,,Marinas,marinas
GB,,,Marinas,marinas
MX,,,Marinas,marinas
,,professional,Marketing,marketing
,,gourmet,Fruits & Veggies,markets
,,shopping,Market Stalls,marketstalls
DE,,,Market Stalls,marketstalls
PL,,,Market Stalls,marketstalls
CH,,,Market Stalls,marketstalls
DK,,,Market Stalls,marketstalls
PT,,,Market Stalls,marketstalls
IE,,,Market Stalls,marketstalls
IT,,,Market Stalls,marketstalls
NO,,,Market Stalls,marketstalls
CZ,,,Market Stalls,marketstalls
AT,,,Market Stalls,marketstalls
GB,,,Market Stalls,marketstalls
,,fitness,Martial Arts,martialarts
,,homeservices,Masonry/Concrete,masonry_concrete
,BR,,Masonry/Concrete,masonry_concrete
,NZ,,Masonry/Concrete,masonry_concrete
,BE,,Masonry/Concrete,masonry_concrete
,NL,,Masonry/Concrete,masonry_concrete
,IE,,Masonry/Concrete,masonry_concrete
,SG,,Masonry/Concrete,masonry_concrete
,GB,,Masonry/Concrete,masonry_concrete
,,beautysvc,Massage,massage
,,specialtyschools,Massage Schools,massage_schools
,,health,Massage Therapy,massage_therapy
,DE,,Massage Therapy,massage_therapy
,PL,,Massage Therapy,massage_therapy
,CH,,Massage Therapy,massage_therapy
,HK,,Massage Therapy,massage_therapy
,FI,,Massage Therapy,massage_therapy
,CZ,,Massage Therapy,massage_therapy
,NZ,,Massage Therapy,massage_therapy
,SG,,Massage Therapy,massage_therapy
,MY,,Massage Therapy,massage_therapy
,TW,,Massage Therapy,massage_therapy
,IE,,Massage Therapy,massage_therapy
,FR,,Massage Therapy,massage_therapy
,TR,,Massage Therapy,massage_therapy
,SE,,Massage Therapy,massage_therapy
,AT,,Massage Therapy,massage_therapy
,PH,,Massage Therapy,massage_therapy
,,,Mass Media,massmedia
,,professional,Matchmakers,matchmakers
DE,,,Matchmakers,matchmakers
AR,,,Matchmakers,matchmakers
PL,,,Matchmakers,matchmakers
CH,,,Matchmakers,matchmakers
AU,,,Matchmakers,matchmakers
CA,,,Matchmakers,matchmakers
DK,,,Matchmakers,matchmakers
JP,,,Matchmakers,matchmakers
CL,,,Matchmakers,matchmakers
ES,,,Matchmakers,matchmakers
FR,,,Matchmakers,matchmakers
PT,,,Matchmakers,matchmakers
US,,,Matchmakers,matchmakers
NO,,,Matchmakers,matchmakers
MX,,,Matchmakers,matchmakers
,,homeandgarden,Materiale elettrico,materialeelettrico
AR,,,Materiale elettrico,materialeelettrico
CL,,,Materiale elettrico,materialeelettrico
ES,,,Materiale elettrico,materialeelettrico
MX,,,Materiale elettrico,materialeelettrico
IT,,,Materiale elettrico,materialeelettrico
,,fashion,Maternity Wear,maternity
,,homeandgarden,Mattresses,mattresses
,,french,Mauritius,mauritius
,DE,,Mauritius,mauritius
,AR,,Mauritius,mauritius
,PL,,Mauritius,mauritius
,CH,,Mauritius,mauritius
,AU,,Mauritius,mauritius
,DK,,Mauritius,mauritius
,JP,,Mauritius,mauritius
,CL,,Mauritius,mauritius
,TR,,Mauritius,mauritius
,NO,,Mauritius,mauritius
,BR,,Mauritius,mauritius
,AT,,Mauritius,mauritius
,NZ,,Mauritius,mauritius
,MX,,Mauritius,mauritius
,,food,Meaderies,meaderies
DE,,,Meaderies,meaderies
AR,,,Meaderies,meaderies
PL,,,Meaderies,meaderies
CH,,,Meaderies,meaderies
US,,,Meaderies,meaderies
CL,,,Meaderies,meaderies
ES,,,Meaderies,meaderies
AT,,,Meaderies,meaderies
MX,,,Meaderies,meaderies
,,restaurants,Meatballs,meatballs
BE,,,Meatballs,meatballs
NL,,,Meatballs,meatballs
FR,,,Meatballs,meatballs
TR,,,Meatballs,meatballs
,,gourmet,Meat Shops,meats
,,health,Medical Centers,medcenters
,,shopping,"Books, Mags, Music & Video",media
,,professional,Mediators,mediators
DE,,,Mediators,mediators
CH,,,Mediators,mediators
AU,,,Mediators,mediators
CA,,,Mediators,mediators
BE,,,Mediators,mediators
US,,,Mediators,mediators
NL,,,Mediators,mediators
IE,,,Mediators,mediators
IT,,,Mediators,mediators
NZ,,,Mediators,mediators
AT,,,Mediators,mediators
SG,,,Mediators,mediators
GB,,,Mediators,mediators
,,health,Medical Foot Care,medicalfoot
,PL,,Medical Foot Care,medicalfoot
,IT,,Medical Foot Care,medicalfoot
,FI,,Medical Foot Care,medicalfoot
,BR,,Medical Foot Care,medicalfoot
,CZ,,Medical Foot Care,medicalfoot
,AR,,Medical Foot Care,medicalfoot
,MY,,Medical Foot Care,medicalfoot
,US,,Medical Foot Care,medicalfoot
,JP,,Medical Foot Care,medicalfoot
,ES,,Medical Foot Care,medicalfoot
,CL,,Medical Foot Care,medicalfoot
,PT,,Medical Foot Care,medicalfoot
,TR,,Medical Foot Care,medicalfoot
,AT,,Medical Foot Care,medicalfoot
,PH,,Medical Foot Care,medicalfoot
,MX,,Medical Foot Care,medicalfoot
,,lawyers,Medical Law,medicallaw
,,beautysvc,Medical Spas,medicalspa
,,health,Medical Spas,medicalspa
,,shopping,Medical Supplies,medicalsupplies
,,health,Medical Transportation,medicaltransportation
DE,,,Medical Transportation,medicaltransportation
AU,,,Medical Transportation,medicaltransportation
CH,,,Medical Transportation,medicaltransportation
DK,,,Medical Transportation,medicaltransportation
BE,,,Medical Transportation,medicaltransportation
US,,,Medical Transportation,medicaltransportation
NL,,,Medical Transportation,medicaltransportation
PT,,,Medical Transportation,medicaltransportation
FR,,,Medical Transportation,medicaltransportation
IT,,,Medical Transportation,medicaltransportation
NO,,,Medical Transportation,medicaltransportation
BR,,,Medical Transportation,medicaltransportation
AT,,,Medical Transportation,medicaltransportation
SG,,,Medical Transportation,medicaltransportation
,,fitness,Meditation Centers,meditationcenters
,,restaurants,Mediterranean,mediterranean
,,health,Memory Care,memorycare
,,fashion,Men's Clothing,menscloth
,,hair,Men's Hair Salons,menshair
AR,,,Men's Hair Salons,menshair
AU,,,Men's Hair Salons,menshair
DK,,,Men's Hair Salons,menshair
US,,,Men's Hair Salons,menshair
BE,,,Men's Hair Salons,menshair
CL,,,Men's Hair Salons,menshair
ES,,,Men's Hair Salons,menshair
NL,,,Men's Hair Salons,menshair
PT,,,Men's Hair Salons,menshair
NO,,,Men's Hair Salons,menshair
CZ,,,Men's Hair Salons,menshair
MX,,,Men's Hair Salons,menshair
,,localservices,Metal Detector Services,metaldetectorservices
,,localservices,Metal Fabricators,metalfabricators
,AR,,Metal Fabricators,metalfabricators
,SE,,Metal Fabricators,metalfabricators
,MX,,Metal Fabricators,metalfabricators
,,transport,Metro Stations,metrostations
,,restaurants,Mexican,mexican
,,restaurants,Middle Eastern,mideastern
,BR,,Middle Eastern,mideastern
,,health,Midwives,midwives
,,shopping,Military Surplus,militarysurplus
,,restaurants,Milk Bars,milkbars
PL,,,Milk Bars,milkbars
AU,,,Milk Bars,milkbars
,,food,Milkshake Bars,milkshakebars
GB,,,Milkshake Bars,milkshakebars
,,portuguese,Minho,minho
PT,,,Minho,minho
,,active,Mini Golf,mini_golf
,IT,,Mini Golf,mini_golf
,,localservices,Misting System Services,mistingsystemservices
US,,,Misting System Services,mistingsystemservices
,,homeservices,Mobile Home Repair,mobile_home_repair
CA,,,Mobile Home Repair,mobile_home_repair
SE,,,Mobile Home Repair,mobile_home_repair
US,,,Mobile Home Repair,mobile_home_repair
BE,,,Mobile Home Repair,mobile_home_repair
NL,,,Mobile Home Repair,mobile_home_repair
,,auto,Mobile Dent Repair,mobiledentrepair
US,,,Mobile Dent Repair,mobiledentrepair
CA,,,Mobile Dent Repair,mobiledentrepair
,,realestate,Mobile Home Dealers,mobilehomes
,CZ,,Mobile Home Dealers,mobilehomes
,,realestate,Mobile Home Parks,mobileparks
US,,,Mobile Home Parks,mobileparks
,,itservices,Mobile Phone Repair,mobilephonerepair
,,shopping,Mobile Phones,mobilephones
,,auto,Mobility Equipment Sales & Services,mobilityequipment
CA,,,Mobility Equipment Sales & Services,mobilityequipment
US,,,Mobility Equipment Sales & Services,mobilityequipment
,,restaurants,Modern Australian,modern_australian
AU,,,Modern Australian,modern_australian
,,restaurants,Modern European,modern_european
,,eventservices,Mohels,mohels
US,,,Mohels,mohels
,,restaurants,Mongolian,mongolian
,FI,,Mongolian,mongolian
,ES,,Mongolian,mongolian
,PT,,Mongolian,mongolian
,TR,,Mongolian,mongolian
,,education,Montessori Schools,montessori
,,restaurants,Moroccan,moroccan
,TR,,Moroccan,moroccan
,,realestate,Mortgage Brokers,mortgagebrokers
,ES,,Mortgage Brokers,mortgagebrokers
,BR,,Mortgage Brokers,mortgagebrokers
,DK,,Mortgage Brokers,mortgagebrokers
,,financialservices,Mortgage Lenders,mortgagelenders
,DE,,Mortgage Lenders,mortgagelenders
,CH,,Mortgage Lenders,mortgagelenders
,AT,,Mortgage Lenders,mortgagelenders
,FR,,Mortgage Lenders,mortgagelenders
,TR,,Mortgage Lenders,mortgagelenders
,,funeralservices,Mortuary Services,mortuaryservices
,IT,,Mortuary Services,mortuaryservices
,,religiousorgs,Mosques,mosques
,,auto,Motorsport Vehicle Dealers,motodealers
TW,,,Motorsport Vehicle Dealers,motodealers
SE,,,Motorsport Vehicle Dealers,motodealers
US,,,Motorsport Vehicle Dealers,motodealers
ES,,,Motorsport Vehicle Dealers,motodealers
IT,,,Motorsport Vehicle Dealers,motodealers
,,hotelstravel,Motorcycle Rental,motorcycle_rental
DE,,,Motorcycle Rental,motorcycle_rental
AU,,,Motorcycle Rental,motorcycle_rental
US,,,Motorcycle Rental,motorcycle_rental
ES,,,Motorcycle Rental,motorcycle_rental
PT,,,Motorcycle Rental,motorcycle_rental
FR,,,Motorcycle Rental,motorcycle_rental
IT,,,Motorcycle Rental,motorcycle_rental
FI,,,Motorcycle Rental,motorcycle_rental
NO,,,Motorcycle Rental,motorcycle_rental
BR,,,Motorcycle Rental,motorcycle_rental
CZ,,,Motorcycle Rental,motorcycle_rental
NZ,,,Motorcycle Rental,motorcycle_rental
SG,,,Motorcycle Rental,motorcycle_rental
MX,,,Motorcycle Rental,motorcycle_rental
,,auto,Motorcycle Dealers,motorcycledealers
,,autopartssupplies,Motorcycle Parts & Supplies,motorcyclepartsandsupplies
,,auto,Motorcycle Repair,motorcyclerepair
,,shopping,Motorcycle Gear,motorcyclinggear
,NZ,,Motorcycle Gear,motorcyclinggear
,IE,,Motorcycle Gear,motorcyclinggear
,GB,,Motorcycle Gear,motorcyclinggear
,CA,,Motorcycle Gear,motorcyclinggear
,,auto,Motorsport Vehicle Repairs,motorepairs
TW,,,Motorsport Vehicle Repairs,motorepairs
SE,,,Motorsport Vehicle Repairs,motorepairs
US,,,Motorsport Vehicle Repairs,motorepairs
ES,,,Motorsport Vehicle Repairs,motorepairs
IT,,,Motorsport Vehicle Repairs,motorepairs
,,active,Mountain Biking,mountainbiking
,,hotels,Mountain Huts,mountainhuts
DE,,,Mountain Huts,mountainhuts
AR,,,Mountain Huts,mountainhuts
PL,,,Mountain Huts,mountainhuts
CH,,,Mountain Huts,mountainhuts
US,,,Mountain Huts,mountainhuts
CL,,,Mountain Huts,mountainhuts
ES,,,Mountain Huts,mountainhuts
FR,,,Mountain Huts,mountainhuts
IT,,,Mountain Huts,mountainhuts
NO,,,Mountain Huts,mountainhuts
SE,,,Mountain Huts,mountainhuts
AT,,,Mountain Huts,mountainhuts
CZ,,,Mountain Huts,mountainhuts
NZ,,,Mountain Huts,mountainhuts
,,homeservices,Movers,movers
,,arts,Cinema,movietheaters
,,martialarts,Muay Thai,muaythai
,,publicservicesgovt,Municipality,municipality
US,,,Municipality,municipality
,,arts,Museums,museums
,,shopping,Musical Instruments & Teachers,musicalinstrumentsandteachers
,,eventservices,Musicians,musicians
,TR,,Musicians,musicians
,,localservices,Musical Instrument Services,musicinstrumentservices
,,professional,Music Production Services,musicproduction
,,arts,Music Venues,musicvenues
,,nightlife,Music Venues,musicvenues
,,media,Music & DVDs,musicvideo
,,psychic_astrology,Mystics,mystics
,FR,,Mystics,mystics
,,othersalons,Nail Technicians,nailtechnicians
,DE,,Nail Technicians,nailtechnicians
,BR,,Nail Technicians,nailtechnicians
,CH,,Nail Technicians,nailtechnicians
,AT,,Nail Technicians,nailtechnicians
,JP,,Nail Technicians,nailtechnicians
,FR,,Nail Technicians,nailtechnicians
,TR,,Nail Technicians,nailtechnicians
,,localservices,Nanny Services,nannys
,FI,,Nanny Services,nannys
,SE,,Nanny Services,nannys
,,italian,Napoletana,napoletana
FR,,,Napoletana,napoletana
CZ,,,Napoletana,napoletana
IT,,,Napoletana,napoletana
,,food,Nasi Lemak,nasilemak
MY,,,Nasi Lemak,nasilemak
SG,,,Nasi Lemak,nasilemak
,,utilities,Natural Gas Suppliers,naturalgassuppliers
,,physicians,Naturopathic/Holistic,naturopathic
,,physicians,Nephrologists,nephrologists
,CH,,Nephrologists,nephrologists
,AT,,Nephrologists,nephrologists
,DE,,Nephrologists,nephrologists
,,physicians,Neurologist,neurologist
,,physicians,Neuropathologists,neuropathologists
,,physicians,Neurotologists,neurotologists
,JP,,Neurotologists,neurotologists
,,restaurants,American (New),newamerican
NO,,,American (New),newamerican
SE,,,American (New),newamerican
DK,,,American (New),newamerican
US,,,American (New),newamerican
IE,,,American (New),newamerican
GB,,,American (New),newamerican
,,restaurants,Canadian (New),newcanadian
CA,,,Canadian (New),newcanadian
,,restaurants,New Mexican Cuisine,newmexican
US,,,New Mexican Cuisine,newmexican
,,restaurants,New Zealand,newzealand
NZ,,,New Zealand,newzealand
,,restaurants,Nicaraguan,nicaraguan
,AR,,Nicaraguan,nicaraguan
,CL,,Nicaraguan,nicaraguan
,,french,Nicoise,nicois
FR,,,Nicoise,nicois
,,restaurants,Night Food,nightfood
NO,,,Night Food,nightfood
PL,,,Night Food,nightfood
SE,,,Night Food,nightfood
DK,,,Night Food,nightfood
TR,,,Night Food,nightfood
,,,Nightlife,nightlife
,,restaurants,Nikkei,nikkei
AR,,,Nikkei,nikkei
CL,,,Nikkei,nikkei
BR,,,Nikkei,nikkei
ES,,,Nikkei,nikkei
MX,,,Nikkei,nikkei
,,localservices,Community Service/Non-Profit,nonprofit
,,restaurants,Noodles,noodles
,CH,,Noodles,noodles
,FR,,Noodles,noodles
,AT,,Noodles,noodles
,DE,,Noodles,noodles
,,restaurants,Norcinerie,norcinerie
IT,,,Norcinerie,norcinerie
,,brazilian,Northeastern Brazilian,northeasternbrazilian
BR,,,Northeastern Brazilian,northeasternbrazilian
,,brazilian,Northern Brazilian,northernbrazilian
BR,,,Northern Brazilian,northernbrazilian
,,german,Northern German,northerngerman
DE,,,Northern German,northerngerman
,,mexican,Northern Mexican,northernmexican
MX,,,Northern Mexican,northernmexican
,,restaurants,Traditional Norwegian,norwegian
NO,,,Traditional Norwegian,norwegian
FR,,,Traditional Norwegian,norwegian
,,localservices,Notaries,notaries
,NO,,Notaries,notaries
,,active,Nudist,nudist
DE,,,Nudist,nudist
PL,,,Nudist,nudist
DK,,,Nudist,nudist
CH,,,Nudist,nudist
CA,,,Nudist,nudist
AU,,,Nudist,nudist
BE,,,Nudist,nudist
FI,,,Nudist,nudist
NO,,,Nudist,nudist
BR,,,Nudist,nudist
CZ,,,Nudist,nudist
NZ,,,Nudist,nudist
US,,,Nudist,nudist
ES,,,Nudist,nudist
NL,,,Nudist,nudist
FR,,,Nudist,nudist
PT,,,Nudist,nudist
IE,,,Nudist,nudist
SE,,,Nudist,nudist
AT,,,Nudist,nudist
GB,,,Nudist,nudist
,,health,Nurse Practitioner,nursepractitioner
,,specialtyschools,Nursing Schools,nursingschools
,,health,Nutritionists,nutritionists
,,malaysian,Nyonya,nyonya
MY,,,Nyonya,nyonya
AU,,,Nyonya,nyonya
,,mexican,Oaxacan,oaxacan
MX,,,Oaxacan,oaxacan
,,physicians,Obstetricians & Gynecologists,obgyn
,,arts,Observatories,observatories
,,health,Occupational Therapy,occupationaltherapy
,PL,,Occupational Therapy,occupationaltherapy
,CH,,Occupational Therapy,occupationaltherapy
,HK,,Occupational Therapy,occupationaltherapy
,IT,,Occupational Therapy,occupationaltherapy
,FI,,Occupational Therapy,occupationaltherapy
,CZ,,Occupational Therapy,occupationaltherapy
,NZ,,Occupational Therapy,occupationaltherapy
,SG,,Occupational Therapy,occupationaltherapy
,MY,,Occupational Therapy,occupationaltherapy
,TW,,Occupational Therapy,occupationaltherapy
,JP,,Occupational Therapy,occupationaltherapy
,FR,,Occupational Therapy,occupationaltherapy
,TR,,Occupational Therapy,occupationaltherapy
,SE,,Occupational Therapy,occupationaltherapy
,AT,,Occupational Therapy,occupationaltherapy
,PH,,Occupational Therapy,occupationaltherapy
,,japanese,Oden,oden
JP,,,Oden,oden
TW,,,Oden,oden
,,professional,Office Cleaning,officecleaning
,,shopping,Office Equipment,officeequipment
,,eventservices,Officiants,officiants
,,auto,Oil Change Stations,oilchange
,CH,,Oil Change Stations,oilchange
,SE,,Oil Change Stations,oilchange
,AT,,Oil Change Stations,oilchange
,DE,,Oil Change Stations,oilchange
,,japanese,Okinawan,okinawan
JP,,,Okinawan,okinawan
,,japanese,Okonomiyaki,okonomiyaki
JP,,,Okonomiyaki,okonomiyaki
TW,,,Okonomiyaki,okonomiyaki
,,gourmet,Olive Oil,oliveoil
DE,,,Olive Oil,oliveoil
AT,,,Olive Oil,oliveoil
US,,,Olive Oil,oliveoil
BE,,,Olive Oil,oliveoil
ES,,,Olive Oil,oliveoil
FR,,,Olive Oil,oliveoil
,,physicians,Oncologist,oncologist
,,japanese,Onigiri,onigiri
JP,,,Onigiri,onigiri
TW,,,Onigiri,onigiri
,,restaurants,Open Sandwiches,opensandwiches
NO,,,Open Sandwiches,opensandwiches
SE,,,Open Sandwiches,opensandwiches
DK,,,Open Sandwiches,opensandwiches
TR,,,Open Sandwiches,opensandwiches
,,arts,Opera & Ballet,opera
,,physicians,Ophthalmologists,opthamalogists
,,shopping,Eyewear & Opticians,opticians
,,health,Optometrists,optometrists
,CH,,Optometrists,optometrists
,AT,,Optometrists,optometrists
,DE,,Optometrists,optometrists
,,dentists,Oral Surgeons,oralsurgeons
,,health,Organ & Tissue Donor Services,organdonorservices
US,,,Organ & Tissue Donor Services,organdonorservices
,,food,Organic Stores,organic_stores
,,restaurants,Oriental,oriental
DE,,,Oriental,oriental
PL,,,Oriental,oriental
CH,,,Oriental,oriental
AT,,,Oriental,oriental
PT,,,Oriental,oriental
FR,,,Oriental,oriental
,,dentists,Orthodontists,orthodontists
,,physicians,Orthopedists,orthopedists
,,health,Orthotics,orthotics
AU,,,Orthotics,orthotics
DK,,,Orthotics,orthotics
US,,,Orthotics,orthotics
ES,,,Orthotics,orthotics
IE,,,Orthotics,orthotics
FR,,,Orthotics,orthotics
IT,,,Orthotics,orthotics
FI,,,Orthotics,orthotics
NO,,,Orthotics,orthotics
BR,,,Orthotics,orthotics
CZ,,,Orthotics,orthotics
NZ,,,Orthotics,orthotics
SG,,,Orthotics,orthotics
GB,,,Orthotics,orthotics
,,physicians,Osteopathic Physicians,osteopathicphysicians
,,medcenters,Osteopaths,osteopaths
AU,,,Osteopaths,osteopaths
,,beautysvc,Nail Salons,othersalons
,,physicians,Otologists,otologists
,CH,,Otologists,otologists
,FR,,Otologists,otologists
,AT,,Otologists,otologists
,DE,,Otologists,otologists
,,turkish,Ottoman Cuisine,ottomancuisine
TR,,,Ottoman Cuisine,ottomancuisine
,,homeandgarden,Outdoor Furniture Stores,outdoorfurniture
,,sportgoods,Outdoor Gear,outdoorgear
,,movietheaters,Outdoor Movies,outdoormovies
,PL,,Outdoor Movies,outdoormovies
,,localservices,Outdoor Power Equipment Services,outdoorpowerequipmentservices
DE,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
MY,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
PL,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
CH,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
DK,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
CA,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
US,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
PT,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
NO,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
BR,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
AT,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
PH,,,Outdoor Power Equipment Services,outdoorpowerequipmentservices
,,shopping,Outlet Stores,outlet_stores
,,health,Oxygen Bars,oxygenbars
US,,,Oxygen Bars,oxygenbars
,,donburi,Oyakodon,oyakodon
JP,,,Oyakodon,oyakodon
,,arts,Pachinko,pachinko
JP,,,Pachinko,pachinko
,,homeservices,Packing Services,packingservices
MY,,,Packing Services,packingservices
PL,,,Packing Services,packingservices
TW,,,Packing Services,packingservices
CA,,,Packing Services,packingservices
BE,,,Packing Services,packingservices
US,,,Packing Services,packingservices
FR,,,Packing Services,packingservices
HK,,,Packing Services,packingservices
SG,,,Packing Services,packingservices
CZ,,,Packing Services,packingservices
PH,,,Packing Services,packingservices
,,shopping,Packing Supplies,packingsupplies
DE,,,Packing Supplies,packingsupplies
DK,,,Packing Supplies,packingsupplies
CH,,,Packing Supplies,packingsupplies
CA,,,Packing Supplies,packingsupplies
AU,,,Packing Supplies,packingsupplies
BE,,,Packing Supplies,packingsupplies
NO,,,Packing Supplies,packingsupplies
BR,,,Packing Supplies,packingsupplies
CZ,,,Packing Supplies,packingsupplies
NZ,,,Packing Supplies,packingsupplies
SG,,,Packing Supplies,packingsupplies
US,,,Packing Supplies,packingsupplies
JP,,,Packing Supplies,packingsupplies
NL,,,Packing Supplies,packingsupplies
PT,,,Packing Supplies,packingsupplies
FR,,,Packing Supplies,packingsupplies
IE,,,Packing Supplies,packingsupplies
AT,,,Packing Supplies,packingsupplies
GB,,,Packing Supplies,packingsupplies
,,active,Paddleboarding,paddleboarding
,MY,,Paddleboarding,paddleboarding
,TW,,Paddleboarding,paddleboarding
