country_whitelist,country_blacklist,parents,title,alias
,,active,Bobsledding,bobsledding
,,active,Bocce Ball,bocceball
,,health,Body Contouring,bodycontouring
,FR,,Body Contouring,bodycontouring
,IT,,Body Contouring,bodycontouring
,,auto,Body Shops,bodyshops
,,localservices,Bookbinding,bookbinding
,,professional,Bookkeepers,bookkeepers
MY,,,Bookkeepers,bookkeepers
TW,,,Bookkeepers,bookkeepers
AU,,,Bookkeepers,bookkeepers
CA,,,Bookkeepers,bookkeepers
BE,,,Bookkeepers,bookkeepers
US,,,Bookkeepers,bookkeepers
NL,,,Bookkeepers,bookkeepers
IE,,,Bookkeepers,bookkeepers
HK,,,Bookkeepers,bookkeepers
SG,,,Bookkeepers,bookkeepers
CZ,,,Bookkeepers,bookkeepers
NZ,,,Bookkeepers,bookkeepers
PH,,,Bookkeepers,bookkeepers
GB,,,Bookkeepers,bookkeepers
,,media,Bookstores,bookstores
,,fitness,Boot Camps,bootcamps
PL,,,Boot Camps,bootcamps
AU,,,Boot Camps,bootcamps
DK,,,Boot Camps,bootcamps
US,,,Boot Camps,bootcamps
ES,,,Boot Camps,bootcamps
PT,,,Boot Camps,bootcamps
IT,,,Boot Camps,bootcamps
NO,,,Boot Camps,bootcamps
SE,,,Boot Camps,bootcamps
CZ,,,Boot Camps,bootcamps
NZ,,,Boot Camps,bootcamps
,,photographers,Boudoir Photography,boudoirphotography
DE,,,Boudoir Photography,boudoirphotography
SE,,,Boudoir Photography,boudoirphotography
US,,,Boudoir Photography,boudoirphotography
CA,,,Boudoir Photography,boudoirphotography
,,partyequipmentrentals,Bounce House Rentals,bouncehouserentals
DE,,,Bounce House Rentals,bouncehouserentals
PL,,,Bounce House Rentals,bouncehouserentals
CH,,,Bounce House Rentals,bouncehouserentals
DK,,,Bounce House Rentals,bouncehouserentals
CA,,,Bounce House Rentals,bouncehouserentals
US,,,Bounce House Rentals,bouncehouserentals
AU,,,Bounce House Rentals,bouncehouserentals
BE,,,Bounce House Rentals,bouncehouserentals
IE,,,Bounce House Rentals,bouncehouserentals
NL,,,Bounce House Rentals,bouncehouserentals
NO,,,Bounce House Rentals,bouncehouserentals
SE,,,Bounce House Rentals,bouncehouserentals
AT,,,Bounce House Rentals,bouncehouserentals
NZ,,,Bounce House Rentals,bouncehouserentals
GB,,,Bounce House Rentals,bouncehouserentals
,,french,Bourguignon,bourguignon
FR,,,Bourguignon,bourguignon
,,active,Bowling,bowling
,,fitness,Boxing,boxing
,FI,,Boxing,boxing
,PL,,Boxing,boxing
,SE,,Boxing,boxing
,AU,,Boxing,boxing
,ES,,Boxing,boxing
,SG,,Boxing,boxing
,TR,,Boxing,boxing
,,restaurants,Brasseries,brasseries
,AR,,Brasseries,brasseries
,MX,,Brasseries,brasseries
,,restaurants,Brazilian,brazilian
,,brazilian,Brazilian Empanadas,brazilianempanadas
BR,,,Brazilian Empanadas,brazilianempanadas
,,martialarts,Brazilian Jiu-jitsu,brazilianjiujitsu
,,restaurants,Breakfast & Brunch,breakfast_brunch
,,food,Breweries,breweries
,,shopping,Brewing Supplies,brewingsupplies
,JP,,Brewing Supplies,brewingsupplies
,AR,,Brewing Supplies,brewingsupplies
,HK,,Brewing Supplies,brewingsupplies
,CL,,Brewing Supplies,brewingsupplies
,,breweries,Brewpubs,brewpubs
,AR,,Brewpubs,brewpubs
,CL,,Brewpubs,brewpubs
,MX,,Brewpubs,brewpubs
,ES,,Brewpubs,brewpubs
,FR,,Brewpubs,brewpubs
,IT,,Brewpubs,brewpubs
,,shopping,Bridal,bridal
,,restaurants,British,british
,FI,,British,british
,,active,Bubble Soccer,bubblesoccer
,,food,Bubble Tea,bubbletea
,AR,,Bubble Tea,bubbletea
,CH,,Bubble Tea,bubbletea
,AT,,Bubble Tea,bubbletea
,ES,,Bubble Tea,bubbletea
,MX,,Bubble Tea,bubbletea
,TR,,Bubble Tea,bubbletea
,,religiousorgs,Buddhist Temples,buddhist_temples
,,restaurants,Buffets,buffets
,,homeservices,Building Supplies,buildingsupplies
,,restaurants,Bulgarian,bulgarian
,DK,,Bulgarian,bulgarian
,CA,,Bulgarian,bulgarian
,NL,,Bulgarian,bulgarian
,TR,,Bulgarian,bulgarian
,NO,,Bulgarian,bulgarian
,BR,,Bulgarian,bulgarian
,NZ,,Bulgarian,bulgarian
,SG,,Bulgarian,bulgarian
,,medcenters,Bulk Billing,bulkbilling
AU,,,Bulk Billing,bulkbilling
,,active,Bungee Jumping,bungeejumping
,,restaurants,Burgers,burgers
,,restaurants,Burmese,burmese
,FI,,Burmese,burmese
,DK,,Burmese,burmese
,PT,,Burmese,burmese
,CZ,,Burmese,burmese
,ES,,Burmese,burmese
,TR,,Burmese,burmese
,,transport,Buses,buses
,,professional,Business Consulting,businessconsulting
,FI,,Business Consulting,businessconsulting
,TW,,Business Consulting,businessconsulting
,CZ,,Business Consulting,businessconsulting
,HK,,Business Consulting,businessconsulting
,TR,,Business Consulting,businessconsulting
,,financialservices,Business Financing,businessfinancing
,,lawyers,Business Law,businesslawyers
PL,,,Business Law,businesslawyers
DK,,,Business Law,businesslawyers
CA,,,Business Law,businesslawyers
US,,,Business Law,businesslawyers
PT,,,Business Law,businesslawyers
IE,,,Business Law,businesslawyers
NO,,,Business Law,businesslawyers
BR,,,Business Law,businesslawyers
CZ,,,Business Law,businesslawyers
GB,,,Business Law,businesslawyers
,,localservices,Bus Rental,busrental
,,transport,Bus Stations,busstations
,FR,,Bus Stations,busstations
,,tours,Bus Tours,bustours
,,food,Butcher,butcher
,CH,,Butcher,butcher
,AT,,Butcher,butcher
,DE,,Butcher,butcher
,,health,Counseling & Mental Health,c_and_mh
,,arts,Cabaret,cabaret
,AR,,Cabaret,cabaret
,JP,,Cabaret,cabaret
,CL,,Cabaret,cabaret
,HK,,Cabaret,cabaret
,MX,,Cabaret,cabaret
,,homeservices,Cabinetry,cabinetry
,AR,,Cabinetry,cabinetry
,JP,,Cabinetry,cabinetry
,CL,,Cabinetry,cabinetry
,HK,,Cabinetry,cabinetry
,MX,,Cabinetry,cabinetry
,,transport,Cable Cars,cablecars
DE,,,Cable Cars,cablecars
CH,,,Cable Cars,cablecars
US,,,Cable Cars,cablecars
JP,,,Cable Cars,cablecars
PT,,,Cable Cars,cablecars
FR,,,Cable Cars,cablecars
IT,,,Cable Cars,cablecars
TR,,,Cable Cars,cablecars
BR,,,Cable Cars,cablecars
CZ,,,Cable Cars,cablecars
AT,,,Cable Cars,cablecars
NZ,,,Cable Cars,cablecars
,,restaurants,Cafes,cafes
,ES,,Cafes,cafes
,FI,,Cafes,cafes
,AR,,Cafes,cafes
,MX,,Cafes,cafes
,,restaurants,Cafeteria,cafeteria
,SG,,Cafeteria,cafeteria
,BR,,Cafeteria,cafeteria
,SE,,Cafeteria,cafeteria
,NZ,,Cafeteria,cafeteria
,CA,,Cafeteria,cafeteria
,IE,,Cafeteria,cafeteria
,FR,,Cafeteria,cafeteria
,,restaurants,Cajun/Creole,cajun
,SG,,Cajun/Creole,cajun
,ES,,Cajun/Creole,cajun
,PT,,Cajun/Creole,cajun
,AU,,Cajun/Creole,cajun
,,food,Patisserie/Cake Shop,cakeshop
,,italian,Calabrian,calabrian
FR,,,Calabrian,calabrian
IT,,,Calabrian,calabrian
US,,,Calabrian,calabrian
,,localservices,Calligraphy,calligraphy
BR,,,Calligraphy,calligraphy
NL,,,Calligraphy,calligraphy
US,,,Calligraphy,calligraphy
BE,,,Calligraphy,calligraphy
ES,,,Calligraphy,calligraphy
IT,,,Calligraphy,calligraphy
TR,,,Calligraphy,calligraphy
,,restaurants,Cambodian,cambodian
,FI,,Cambodian,cambodian
,DK,,Cambodian,cambodian
,PT,,Cambodian,cambodian
,CZ,,Cambodian,cambodian
,ES,,Cambodian,cambodian
,TR,,Cambodian,cambodian
,,hotelstravel,Campgrounds,campgrounds
,,homeandgarden,Candle Stores,candlestores
,,gourmet,Candy Stores,candy
,,health,Cannabis Clinics,cannabis_clinics
PL,,,Cannabis Clinics,cannabis_clinics
US,,,Cannabis Clinics,cannabis_clinics
CA,,,Cannabis Clinics,cannabis_clinics
NL,,,Cannabis Clinics,cannabis_clinics
IE,,,Cannabis Clinics,cannabis_clinics
IT,,,Cannabis Clinics,cannabis_clinics
TR,,,Cannabis Clinics,cannabis_clinics
GB,,,Cannabis Clinics,cannabis_clinics
,,health,Cannabis Collective,cannabiscollective
US,,,Cannabis Collective,cannabiscollective
CA,,,Cannabis Collective,cannabiscollective
,,shopping,Cannabis Dispensaries,cannabisdispensaries
CA,,,Cannabis Dispensaries,cannabisdispensaries
US,,,Cannabis Dispensaries,cannabisdispensaries
,,health,Medical Cannabis Referrals,cannabisreferrals
CA,,,Medical Cannabis Referrals,cannabisreferrals
US,,,Medical Cannabis Referrals,cannabisreferrals
,,cannabis_clinics,Cannabis Tours,cannabistours
CA,,,Cannabis Tours,cannabistours
US,,,Cannabis Tours,cannabistours
,,restaurants,Canteen,canteen
DE,,,Canteen,canteen
PL,,,Canteen,canteen
CH,,,Canteen,canteen
DK,,,Canteen,canteen
BE,,,Canteen,canteen
JP,,,Canteen,canteen
NL,,,Canteen,canteen
IT,,,Canteen,canteen
FI,,,Canteen,canteen
NO,,,Canteen,canteen
CZ,,,Canteen,canteen
AT,,,Canteen,canteen
,,chinese,Cantonese,cantonese
AU,,,Cantonese,cantonese
CA,,,Cantonese,cantonese
BE,,,Cantonese,cantonese
HK,,,Cantonese,cantonese
IT,,,Cantonese,cantonese
NZ,,,Cantonese,cantonese
SG,,,Cantonese,cantonese
AR,,,Cantonese,cantonese
TW,,,Cantonese,cantonese
MY,,,Cantonese,cantonese
US,,,Cantonese,cantonese
JP,,,Cantonese,cantonese
NL,,,Cantonese,cantonese
FR,,,Cantonese,cantonese
SE,,,Cantonese,cantonese
GB,,,Cantonese,cantonese
,,active,Canyoneering,canyoneering
,,auto,Car Dealers,car_dealers
,,auto,Car Auctions,carauctions
SG,,,Car Auctions,carauctions
TW,,,Car Auctions,carauctions
MY,,,Car Auctions,carauctions
US,,,Car Auctions,carauctions
PH,,,Car Auctions,carauctions
HK,,,Car Auctions,carauctions
,,auto,Car Brokers,carbrokers
NZ,,,Car Brokers,carbrokers
AR,,,Car Brokers,carbrokers
AU,,,Car Brokers,carbrokers
US,,,Car Brokers,carbrokers
,,auto,Car Buyers,carbuyers
DE,,,Car Buyers,carbuyers
PL,,,Car Buyers,carbuyers
DK,,,Car Buyers,carbuyers
CH,,,Car Buyers,carbuyers
CA,,,Car Buyers,carbuyers
AU,,,Car Buyers,carbuyers
BE,,,Car Buyers,carbuyers
NO,,,Car Buyers,carbuyers
BR,,,Car Buyers,carbuyers
CZ,,,Car Buyers,carbuyers
NZ,,,Car Buyers,carbuyers
SG,,,Car Buyers,carbuyers
MY,,,Car Buyers,carbuyers
US,,,Car Buyers,carbuyers
NL,,,Car Buyers,carbuyers
IE,,,Car Buyers,carbuyers
AT,,,Car Buyers,carbuyers
PH,,,Car Buyers,carbuyers
GB,,,Car Buyers,carbuyers
,,fitness,Cardio Classes,cardioclasses
,,physicians,Cardiologists,cardiology
,,professional,Career Counseling,careercounseling
,,restaurants,Caribbean,caribbean
,FI,,Caribbean,caribbean
,PT,,Caribbean,caribbean
,TR,,Caribbean,caribbean
,,eventservices,Caricatures,caricatures
PL,,,Caricatures,caricatures
DK,,,Caricatures,caricatures
US,,,Caricatures,caricatures
ES,,,Caricatures,caricatures
IT,,,Caricatures,caricatures
NO,,,Caricatures,caricatures
BR,,,Caricatures,caricatures
SE,,,Caricatures,caricatures
SG,,,Caricatures,caricatures
,,active,Carousels,carousels
,,homeservices,Carpenters,carpenters
,TR,,Carpenters,carpenters
,,localservices,Carpet Cleaning,carpet_cleaning
,,localservices,Carpet Dyeing,carpetdyeing
MY,,,Carpet Dyeing,carpetdyeing
PL,,,Carpet Dyeing,carpetdyeing
AU,,,Carpet Dyeing,carpetdyeing
CA,,,Carpet Dyeing,carpetdyeing
US,,,Carpet Dyeing,carpetdyeing
IE,,,Carpet Dyeing,carpetdyeing
NZ,,,Carpet Dyeing,carpetdyeing
PH,,,Carpet Dyeing,carpetdyeing
SG,,,Carpet Dyeing,carpetdyeing
GB,,,Carpet Dyeing,carpetdyeing
,,homeservices,Carpeting,carpeting
,,homeservices,Carpet Installation,carpetinstallation
,,hotelstravel,Car Rental,carrental
,,auto,Car Share Services,carshares
,TW,,Car Share Services,carshares
,BE,,Car Share Services,carshares
,JP,,Car Share Services,carshares
,NL,,Car Share Services,carshares
,PT,,Car Share Services,carshares
,HK,,Car Share Services,carshares
,TR,,Car Share Services,carshares
,FI,,Car Share Services,carshares
,BR,,Car Share Services,carshares
,SG,,Car Share Services,carshares
,,auto,Car Wash,carwash
,,autoglass,Car Window Tinting,carwindowtinting
AU,,,Car Window Tinting,carwindowtinting
CA,,,Car Window Tinting,carwindowtinting
BE,,,Car Window Tinting,carwindowtinting
US,,,Car Window Tinting,carwindowtinting
NL,,,Car Window Tinting,carwindowtinting
IE,,,Car Window Tinting,carwindowtinting
ES,,,Car Window Tinting,carwindowtinting
IT,,,Car Window Tinting,carwindowtinting
NZ,,,Car Window Tinting,carwindowtinting
SG,,,Car Window Tinting,carwindowtinting
GB,,,Car Window Tinting,carwindowtinting
,,arts,Casinos,casinos
,JP,,Casinos,casinos
,HK,,Casinos,casinos
,,arts,Castles,castles
DE,,,Castles,castles
CH,,,Castles,castles
DK,,,Castles,castles
BE,,,Castles,castles
JP,,,Castles,castles
ES,,,Castles,castles
PT,,,Castles,castles
FR,,,Castles,castles
IT,,,Castles,castles
FI,,,Castles,castles
NO,,,Castles,castles
SE,,,Castles,castles
CZ,,,Castles,castles
AT,,,Castles,castles
GB,,,Castles,castles
,,restaurants,Catalan,catalan
AR,,,Catalan,catalan
US,,,Catalan,catalan
ES,,,Catalan,catalan
CL,,,Catalan,catalan
FR,,,Catalan,catalan
PT,,,Catalan,catalan
IT,,,Catalan,catalan
TR,,,Catalan,catalan
MX,,,Catalan,catalan
,,eventservices,Caterers,catering
,,shopping,Mobile Phone Accessories,cellphoneaccessories
,FI,,Mobile Phone Accessories,cellphoneaccessories
,MY,,Mobile Phone Accessories,cellphoneaccessories
,PL,,Mobile Phone Accessories,cellphoneaccessories
,PH,,Mobile Phone Accessories,cellphoneaccessories
,TR,,Mobile Phone Accessories,cellphoneaccessories
,,brazilian,Central Brazilian,centralbrazilian
BR,,,Central Brazilian,centralbrazilian
,,fashion,Ceremonial Clothing,ceremonialclothing
,DE,,Ceremonial Clothing,ceremonialclothing
,CH,,Ceremonial Clothing,ceremonialclothing
,AT,,Ceremonial Clothing,ceremonialclothing
,JP,,Ceremonial Clothing,ceremonialclothing
,FR,,Ceremonial Clothing,ceremonialclothing
,,active,Challenge Courses,challengecourses
DE,,,Challenge Courses,challengecourses
PL,,,Challenge Courses,challengecourses
CH,,,Challenge Courses,challengecourses
DK,,,Challenge Courses,challengecourses
CA,,,Challenge Courses,challengecourses
US,,,Challenge Courses,challengecourses
FR,,,Challenge Courses,challengecourses
HK,,,Challenge Courses,challengecourses
NO,,,Challenge Courses,challengecourses
SE,,,Challenge Courses,challengecourses
CZ,,,Challenge Courses,challengecourses
AT,,,Challenge Courses,challengecourses
NZ,,,Challenge Courses,challengecourses
SG,,,Challenge Courses,challengecourses
,,bars,Champagne Bars,champagne_bars
,AU,,Champagne Bars,champagne_bars
,,turkish,Chee Kufta,cheekufta
DE,,,Chee Kufta,cheekufta
TR,,,Chee Kufta,cheekufta
,,specialtyschools,Cheerleading,cheerleading
DE,,,Cheerleading,cheerleading
SE,,,Cheerleading,cheerleading
CH,,,Cheerleading,cheerleading
AT,,,Cheerleading,cheerleading
CA,,,Cheerleading,cheerleading
US,,,Cheerleading,cheerleading
,,gourmet,Cheese Shops,cheese
,,restaurants,Cheesesteaks,cheesesteaks
PL,,,Cheesesteaks,cheesesteaks
AU,,,Cheesesteaks,cheesesteaks
CA,,,Cheesesteaks,cheesesteaks
NL,,,Cheesesteaks,cheesesteaks
IE,,,Cheesesteaks,cheesesteaks
GB,,,Cheesesteaks,cheesesteaks
US,,,Cheesesteaks,cheesesteaks
,,tastingclasses,Cheese Tasting Classes,cheesetastingclasses
,,restaurants,Chicken Wings,chicken_wings
,CH,,Chicken Wings,chicken_wings
,DK,,Chicken Wings,chicken_wings
,BE,,Chicken Wings,chicken_wings
,JP,,Chicken Wings,chicken_wings
,CL,,Chicken Wings,chicken_wings
,ES,,Chicken Wings,chicken_wings
,FR,,Chicken Wings,chicken_wings
,NL,,Chicken Wings,chicken_wings
,IT,,Chicken Wings,chicken_wings
,PT,,Chicken Wings,chicken_wings
,FI,,Chicken Wings,chicken_wings
,NO,,Chicken Wings,chicken_wings
,,restaurants,Chicken Shop,chickenshop
,CZ,,Chicken Shop,chickenshop
,,specialtyschools,Childbirth Education,childbirthedu
DE,,,Childbirth Education,childbirthedu
PL,,,Childbirth Education,childbirthedu
DK,,,Childbirth Education,childbirthedu
AU,,,Childbirth Education,childbirthedu
CA,,,Childbirth Education,childbirthedu
CH,,,Childbirth Education,childbirthedu
BE,,,Childbirth Education,childbirthedu
IT,,,Childbirth Education,childbirthedu
NO,,,Childbirth Education,childbirthedu
BR,,,Childbirth Education,childbirthedu
NZ,,,Childbirth Education,childbirthedu
SG,,,Childbirth Education,childbirthedu
MY,,,Childbirth Education,childbirthedu
US,,,Childbirth Education,childbirthedu
ES,,,Childbirth Education,childbirthedu
NL,,,Childbirth Education,childbirthedu
FR,,,Childbirth Education,childbirthedu
IE,,,Childbirth Education,childbirthedu
SE,,,Childbirth Education,childbirthedu
AT,,,Childbirth Education,childbirthedu
PH,,,Childbirth Education,childbirthedu
GB,,,Childbirth Education,childbirthedu
,,localservices,Child Care & Day Care,childcare
,,fashion,Children's Clothing,childcloth
,,homeservices,Childproofing,childproofing
PT,,,Childproofing,childproofing
BR,,,Childproofing,childproofing
US,,,Childproofing,childproofing
,,museums,Children's Museums,childrensmuseums
,FR,,Children's Museums,childrensmuseums
,,restaurants,Chilean,chilean
FI,,,Chilean,chilean
CL,,,Chilean,chilean
BR,,,Chilean,chilean
FR,,,Chilean,chilean
,,food,Chimney Cakes,chimneycakes
PL,,,Chimney Cakes,chimneycakes
FR,,,Chimney Cakes,chimneycakes
CZ,,,Chimney Cakes,chimneycakes
US,,,Chimney Cakes,chimneycakes
,,homeservices,Chimney Sweeps,chimneysweeps
,MX,,Chimney Sweeps,chimneysweeps
,,restaurants,Chinese,chinese
,,shopping,Chinese Bazaar,chinesebazaar
ES,,,Chinese Bazaar,chinesebazaar
PT,,,Chinese Bazaar,chinesebazaar
,,martialarts,Chinese Martial Arts,chinesemartialarts
,,health,Chiropractors,chiropractors
,,gourmet,Chocolatiers & Shops,chocolate
,,arts,Choirs,choirs
,PL,,Choirs,choirs
,CA,,Choirs,choirs
,BE,,Choirs,choirs
,US,,Choirs,choirs
,NL,,Choirs,choirs
,BR,,Choirs,choirs
,CZ,,Choirs,choirs
,NZ,,Choirs,choirs
,SG,,Choirs,choirs
,,homeandgarden,Christmas Trees,christmastrees
,,religiousorgs,Churches,churches
,,food,Churros,churros
AR,,,Churros,churros
CL,,,Churros,churros
BR,,,Churros,churros
PT,,,Churros,churros
ES,,,Churros,churros
MX,,,Churros,churros
,,food,Cideries,cideries
,DK,,Cideries,cideries
,BE,,Cideries,cideries
,JP,,Cideries,cideries
,NL,,Cideries,cideries
,FR,,Cideries,cideries
,IT,,Cideries,cideries
,TR,,Cideries,cideries
,NO,,Cideries,cideries
,,bars,Cigar Bars,cigarbars
US,,,Cigar Bars,cigarbars
,,gyms,Circuit Training Gyms,circuittraininggyms
US,,,Circuit Training Gyms,circuittraininggyms
,,specialtyschools,Circus Schools,circusschools
AR,,,Circus Schools,circusschools
ES,,,Circus Schools,circusschools
CL,,,Circus Schools,circusschools
FR,,,Circus Schools,circusschools
PT,,,Circus Schools,circusschools
FI,,,Circus Schools,circusschools
